Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
Actos Humanos / Human Acts,,,,,Han Kang,"Kang, Han",,,,,,Penguin Random House Grupo Editorial,,2025/03/18,2025,,,,Fiction,"PREMIO NOBEL DE LITERATURA 2024  «Hay que leer la tremenda Actos humanos [...] Una mirada casi imperturbable hacia el horror, la sangre y la crueldad desplegada institucionalmente». Elena Hevia, El Periódico  Mayo de 1980. La ciudad de Gwangju se moviliza contra la dictadura militar de Chun Doo-hwan, que hace unos meses tomó el poder en Corea del Sur. La oposición civil, liderada por los estudiantes universitarios, se subleva a favor de la democracia, pero el ejército reprime cruelmente las protestas disparando indiscriminadamente a la multitud, sin hacer distinciones entre estudiantes y civiles.  Tras la sanguinaria matanza, un joven busca el cadáver de un amigo, un alma intenta aferrarse a su cuerpo abandonado y a sus recuerdos, y un país brutalizado busca su voz. En esta novela polifónica, las víctimas y los supervivientes que los lloran se enfrentan a la censura, a la negación, al perdón, a la culpa y a la memoria de un episodio traumático que sigue resonando en nuestros días.  Han Kang, galardonada con el premio Nobel de Literatura «por su intensa prosa poética que confronta los traumas históricos y expone la fragilidad de la vida humana», homenajea a las víctimas de la masacre de su ciudad natal a través de las voces de los mártires de la dictadura surcoreana. Actos humanos es una novela brutal, profundamente atemporal y universal que nos habla de las heridas colectivas, la represión y la violencia humana.  ENGLISH DESCRIPTION  FROM HAN KANG, WINNER OF THE 2024 NOBEL PRIZE IN LITERATURE  ""[Han Kang's] intense poetic prose . . . confronts historical traumas and exposes the fragility of human life.""--The Nobel Committee for Literature, in the citation for the Nobel Prize  The internationally bestselling author of The Vegetarian presents a ""rare and astonishing"" (The Observer) portrait of political unrest and the universal struggle for justice.  ""Compulsively readable, universally relevant, and deeply resonant . . . in equal parts beautiful and urgent.""--The New York Times Book Review  Shortlisted for the International Dublin Literary Award * One of the Best Books of the Year: The Atlantic, San Francisco Chronicle, NPR, HuffPost, Medium, Library Journal  Amid a violent student uprising in South Korea, a young boy named Dong-ho is shockingly killed.   The story of this tragic episode unfolds in a sequence of interconnected chapters as the victims and the bereaved encounter suppression, denial, and the echoing agony of the massacre. From Dong-ho's best friend who meets his own fateful end; to an editor struggling against censorship; to a prisoner and a factory worker, each suffering from traumatic memories; and to Dong-ho's own grief-stricken mother; and through their collective heartbreak and acts of hope is the tale of a brutalized people in search of a voice.   An award-winning, controversial bestseller, Human Acts is a timeless, pointillist portrait of an historic event with reverberations still being felt today, by turns tracing the harsh reality of oppression and the resounding, extraordinary poetry of humanity.",,,,,,,,,,,208,,,,,,Spanish,,,,,,9788439745549,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/02 18:31:39.294365048,,,,,Nacional,59000 $,,YcX40AEACAAJ,,0,0,0,,,
Adan Tenia Ombligo?/ Adam Has A Bellybutton,,Preguntas Y Respuestas De La Popular Seccion Periodistica,,,Manuel Drezner,"Drezner, Manuel",,,,,,Yoyo Music USA Incorporated,,1995/06/29,1995,,,,Language Arts & Disciplines,,,,,,,,,,,,,,,,,,español,,,,,,9789588218946,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 20:47:12.668166160,,,,,,,,Di10MAAACAAJ,,0,,0,,,
Adiós a los próceres,,,,,Pablo Montoya,"Montoya, Pablo",,,,,,Penguin Random House Grupo Editorial,,,2016,,,,,,,,,,,,,,,,168,,,,,,español,,,,,,9789588979151,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2022/10/28 15:04:14.915007114,,,,,Buscalibre,32000 $,,VK_0swEACAAJ,,0,0,0,,,
Adriano,,,,,Anthony Richard Birley,"Birley, Anthony Richard",,,,,,Molino RBA,,,2019,,,,Biography & Autobiography,"Esta es la biografía más exhaustiva que se ha escrito hasta ahora sobre el emperador Adriano, una figura fundamental para entender el devenir político e histórico del Imperio romano. Anthony Birley logra un retrato personal e íntimo de un hombre odiado en el momento de su muerte y enormemente respetado con el paso del tiempo. «El carácter de Adriano era desconcertante y contradictorio: severo y jovial, afable y duro, impetuoso y dubitativo, mezquino y generoso, hipócrita y franco, cruel y compasivo, y siempre mudable en todo siendo una sola persona».",,,,,,,,,,,480,,,,,,español,,,,,,9788424938833,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/11/27 21:45:50.457955837,,,,,Tanta Tinta,23000 $,,2uXVwAEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/12338112-L.jpg,
AF?N,,,,,bell hooks,"hooks, bell",,,,,,Traficantes De Sue?os,,,2021,,,,Philosophy,"La mejor crítica cultural no requiere estar separada ni de la política, ni del placer de la lectura. En un ejercicio a la vez militante e interdisciplinar, estético y político, esta obra reúne una amplia serie de ensayos sobre género, raza, medios de comunicación y crítica cultural. Se exponen reflexiones autobiográficas, ensayos sobre la historia negra en EEUU, agudos perfiles de figuras como Malcolm X o la antropóloga Zora Neale Hurston, piezas de crítica cultural, valoraciones sobre la emergente intelectualidad negra y algunos temas más.",,,,,,,,,,,312,,,,,,español,,,,,,9788412339826,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/05/12 21:14:39.727713108,,,,,Grammata,0 $,,GtmhzgEACAAJ,,0,0,0,,,
Africanus el hijo del consul,,,,,Santiago Posteguillo,"Posteguillo, Santiago",,,,,,Ediciones B Mexico,,2014/09/30,2014,,,,Fiction,"Con magistral precisión histórica y un excelente ritmo narrativo, Santiago Posteguillo presenta la historia de la infancia y juventud de Africanus, uno de los personajes más influyentes de Occidente. ¡MAGISTRAL! ¡IMPRESCINDIBLE! ¡UN AUTÉNTICO BEST-SELLER! A finales del siglo III a. C., Roma se encontraba al borde de la destrucción total, a punto de ser aniquilada por los ejércitos cartagineses al mando de uno de los mejores estrategas militares de todos los tiempos: Aníbal. Su alianza con Filipo V de Macedonia, que pretendía la aniquilación de Roma como Estado y el reparto del mundo conocido entre las potencias de Cartago y Macedonia, constituía una fuerza imparable que, de haber conseguido sus objetivos, habría determinado para siempre el devenir de Occidente. Pero el azar y la fortuna intervinieron para que las cosas fueran de otro modo. Pocos años antes del estallido del más cruento conflicto bélico que se hubiera vivido en Roma, nació un niño que estaba destinado a cambiar el curso de la historia: Publio Cornelio Escipión.",,,,,,,,,,,712,,,,,,español,,,,,,9788498729672,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/02/02 07:05:41.120842933,,,"Físico,Audiolibro audible,Electrónico",,,,,hlN9oAEACAAJ,,0,0,0,,,
Agua: una biografía,,,,,Giulio Boccaletti,"Boccaletti, Giulio",,,,,,Ático de los Libros,,2022/05/03,2022,,,,Nature,"Una épica historia de la civilización a través del uso del agua. La forma en que nos hemos relacionado con el agua ha determinado nuestra evolución social. Las primeras civilizaciones de agricultores sedentarios en las fértiles riberas de los ríos Nilo, Tigris y Éufrates marcaron el punto de partida de este viaje a lo largo de los milenios y continentes. El paso a la irrigación, propiciado por los cambios en el nivel del mar, dio lugar a una explosión demográfica y a cambios estructurales que se dejarían sentir a lo largo de los siglos. En Grecia, por ejemplo, la propiedad comunal de los pozos sentó las bases de la democracia; en Roma, el sistema hidráulico dio lugar a sistemas de tributación; y el mundo moderno tal y como lo conocemos nació con la creación de un marco jurídico para el desarrollo de infraestructuras hídricas. Giulio Boccaletti, experto internacional en la gestión de los recursos naturales y sostenibilidad, nos ofrece un relato épico que combina la historia social y medioambiental a lo largo de los siglos y que nos demuestra de qué manera el agua, y su gestión, ha dado forma a la civilización humana. Agua es una historia extraordinaria que amplía nuestro conocimiento sobre nuestra relación, y dependencia, con el oro líquido del planeta en un momento en el que la seguridad hídrica es una de las principales asignaturas pendientes.",,,,,,,,,,,512,,,,,,español,,,,,,9788418217555,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/02/04 01:54:07.201676845,,,,,Entrelibros,175000 $,,Pw7azgEACAAJ,,0,0,0,,,
Ahora y en la hora,,,,,Héctor Joaquín Abad Faciolince,"Faciolince, Héctor Joaquín Abad",,,,,,ALFAGUARA,,,2025,,,,,"A mediados de 2023, apenas recuperado de una cirugía a corazón abierto, Héctor Abad Faciolince aceptó la invitación a una feria del libro en Ucrania. El viaje libresco, sin embargo, se convirtió en algo más: explorar los horrores de la invasión rusa en la región del Donetsk, cerca del frente de batalla, junto con otras cuatro personas. El último día, para despedirse, el grupo e viajeros se dispuso a cenar en una pizzería de Kramatorsk. Allí padecieron un hecho que los transformaría para siempre: un misil ruso con seiscientos kilos de explosivos cayó sobre el centro mismo del lugar, dejando en el acto trece personas muertas y más de sesenta heridos. Una de las víctimas fatales fue la joven escritora ucraniana Victoria Amélina, guía y compañera de ese viaje testimonial que terminó en tragedia. En esta narración intensa, donde se contrastan vertiginosamente la vida, la vejez y la muerte, el autor hace una crónica de lo sucedido y vuelve con una franqueza conmovedora a los temas que han generado lo mejor de su literatura: los efectos devastadores de la violencia y la guerra; la indignación por la muerte de los inocentes; la culpa y el estupor de quien no ha caído, y su inapelable impulso de contar lo presenciado y reflexionar sobre la extraña y azarosa experiencia de sobrevivir una vez más. Tomado de la contracubierta del libro.",,,,,,,,,,,222,,,,,,Spanish,,,,,,9786287778276,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/10/01 18:16:05.614534020,,,,,Nacional,0 $,,QzR90QEACAAJ,,0,0,0,,"https://m.media-amazon.com/images/I/61yfZht0+aL._UF1000,1000_QL80_.jpg",
Aire de tango,,,,,Manuel Mejía Vallejo,"Vallejo, Manuel Mejía",,,,,,Seix Barral Colombia,,2023/04/17,2023,,,,Fiction,"""El tango es cosa de hombres solos"".   El nacimiento de Carlos Gardel es un misterio, pero su muerte es irrefutable: explosión de un avión en Medellín, 24 de julio de 1935. Jairo, el guapo cuchillero y protagonista de esta historia, llegó al mundo —eso dice— en el momento en que Gardel se hizo leyenda, el de la muerte. Su vida, entonces, se ata irremediablemente a la del cantante, a las historias, soledades y secretos que, inventados o no, marcan su propio destino... uno que parece contener el de un barrio y una sociedad enteros que, como el tango, van «cuesta abajo»  .    Aire de tango  , ganadora del premio Vivencias en 1973, considerada la primera novela urbana de Colombia, narra al ritmo y el delirio de 13 tragos de aguardiente el barrio Guayaquil de la Medellín de los años cincuenta... «Un puerto sin mar», un mundo de desarraigos y tangos, de venganzas y pasiones, de bares, billares, oscuridades, «rodadas» y cafés; de cuchillos, poetas, prostitutas y de guapos dispuestos a morir o a matar. Esta novela de Manuel Mejía Vallejo captura la esencia de un lugar, de un tiempo y de unos personajes ya desaparecidos. Alcanza la universalidad desde historias encerradas en cuartos, recuerdos, puchos de mariguana, licor y de esquinas llenas de violencia y búsqueda de amores en la noche.",,,,,,,,,,,248,,,,,,español,,,,,,9786287582620,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/07/02 20:25:28.818801641,,,,,Fiesta popular del libro,62000 $,,1PO9EAAAQBAJ,,0,0,0,,,
Akhenatón,,el rey hereje,,,Naguib Mahfuz,"Mahfuz, Naguib",,,,,,Planeta-De Agostini,,,1998,,,,,,,,,,,,,,,,180,,,,,,español,,,,,,9788439569091,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/09/19 08:52:57.394664049,,,"Digitalizado,Kindle,Electrónico",,,,,5DuXQwAACAAJ,,0,0,0,,,
Akhenatón,,,,,Najīb Maḥfūẓ,"Maḥfūẓ, Najīb",,,,,,Edhasa,,,2008,,,,,,,,,,,,,,,,187,,,,,,español,,,,,,9788435033190,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/11 21:21:28.722384929,,,,,,,,1nJ7QwAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/9041703-L.jpg,
Al diablo con Dios,,Manifiesto contra el poder de la iglesia,,,Pedro Salinas,"Salinas, Pedro",,,,,,,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,9786124151941,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 17:28:59.400424003,,,,,,,,,,0,,0,,https://planetadelibrospe8.cdnstatics.com/usuaris/libros/fotos/188/m_libros/portada_al-diablo-con-dios_pedro-salinas_201503130120.jpg,
Alejandro,,,,,Klaus Mann,"Mann, Klaus",,,,,,El Aleph Editores,,,2004,,,,Fiction,,,,,,,,,,,,205,,,,,,español,,,,,,9788476696675,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/03/30 20:44:59.206279039,,,,,Panamericana,8000 $,,MMgkAAAACAAJ,,0,0,0,,,
Alejandro Magno,,Hijo de Los Dioses,,,Alan Fildes,"Fildes, Alan",,,,,,"Naturart, S.A.",,2002/08/01,2002,,,,,"Completa biografia ilustrada del gran conquistador Alejandro Magno (356-323 a. C.), al que se ha descrito como ""el personaje mas famoso de la antiguedad despues de Jesucristo."" Incluye un riguroso y detallado analisis de los acontecimientos mas fascinantes del extraordinario reinado de Alejandro: su marcha hacia la India, sus encuentros con filosofos griegos, magos persas y santones hindues, etc. Contiene mas de 150 ilustraciones, entre las que destacan mapas, obras de arte y fotografias de tesoros y artefactos del momento.",,,,,,,,,,,176,,,,,,español,,,,,,9788495939043,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/10/12 20:09:28.029068946,,,,,Grammata,75000 $,,MvkYAAAACAAJ,,0,0,0,,,
Alejandro Magno,,Conquistador del mundo,,,Robin Lane Fox,"Fox, Robin Lane",,,,,,Acantilado,,,2007,,,,Biography & Autobiography,"Monumental y excepcionalmente bien documentada, esta biografía de Alejandro Magno se sumerge en el misterio de uno de los más extraordinarios personajes de la historia, feroz conquistador de Asia y discípulo de Aristóteles, que terminó por sentar, a través de sus gestas, las bases mismas del helenismo. Lejos de ofrecer una mirada romántica y fantasiosa de la vida de Alejandro, Lane Fox recupera, con un lenguaje de insuperable maestría, todos los matices de una época histórica, desde las tácticas de batalla hasta las costumbres culinarias y sexuales, y nos acerca así a la dimensión humana de uno de los más grandes mitos de la historia de la humanidad.",,,,,,,,,,,960,,,,,,Spanish,,,,,,9788496834255,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/08/15 21:43:44.909898996,,,,,Grammata,129900 $,,137tMQAACAAJ,,0,0,0,,,
Algo nuevo en los cielos,,,,,Antonio Martínez Ron,"Ron, Antonio Martínez",,,,,,Editorial Crítica,,,2022,,,,Science,"Después de leer este libro no volverá a ver el cielo con los mismos ojos.Este libro comienza en el jardín de la casa del autor y termina en la estratosfera. En el verano de 2020, Antonio Martínez Ron envió un globo desde su casa en Madrid hasta una altura de 27 kilómetros para ver con sus propios ojos el pedazo de cielo sobre el que llevaba cinco años haciéndose preguntas. Este es un viaje personal y científico, que arranca con la fascinación por los fenómenos que ocurren cada día sobre nuestras cabezas y se convierte en un recorrido de abajo hacia arriba por la historia de la exploración de los cielos. En sus páginas se responde a las preguntas que nos hemos hecho todos alguna vez sobre por qué llueve, dónde comienza el espacio y qué contiene el aire que respiramos, pero desde la perspectiva de quienes descubrieron, paso a paso, los secretos de la bóveda celeste. Una historia de los pioneros que subieron a las cimas del mundo para capturar las nubes, de los aeronautas que ascendieron hasta los límites del océano respirable para tomar muestras y los meteorólogos que descifraron la maquinaria invisible de los cielos. Pero también del increíble viaje hacia arriba que nos llevó a salir de la Tierra y entender las conexiones globales desde una nueva perspectiva. [Resumen del editor].",,,,,,,,,,,624,,,,,,español,,,,,,9788491993742,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/06/26 22:28:37.281726837,,,,,Buscalibre,0 $,,Mg39zgEACAAJ,,0,0,0,,http://images.amazon.com/images/P/8491993746.01Z.jpg,
Algo va mal.,,,,,Tony Judt,"Judt, Tony",,,,,,TAURUS,,,2011,,,,,,,,,,,,,,,,220,,,,,,,,,,,,9789587580815,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 20:18:29.565235137,,,,,,,,,,0,,0,,"https://images-na.ssl-images-amazon.com/images/I/51k42dCZYyL._SX342_BO1,204,203,200_.jpg",
Alguien habló de nosotros,,,,,Irene Vallejo,"Vallejo, Irene",,,,,,DEBATE,,2023/02/08,2023,,,,History,"«Se puede ser un filólogo magistral y al mismo tiempo escribir como los ángeles. Irene Vallejo riza el rizo de la comunicación hasta convertir su diálogo con el lector en una fiesta literaria.» LUIS ALBERTO DE CUENCA  La sociedad contemporánea vive inmersa en la inmediatez. Prioriza, ante todo, lo nuevo y lo superficial; no tiene tiempo para detenerse a cavilar ni para mirar hacia atrás. Por fortuna, libros como este nos invitan a hacer una pausa para darle espacio a las ideas,a dialogar con las voces que antes de nosotros se plantearon nuestras mismas preguntas. En la columna que publica semana a semana en el Heraldo, y de la cual provienen los luminosos ensayos que aquí se recuperan, Irene Vallejo reflexiona sobre las distintas formas en que el presente está ligado a nuestra historia. Su prosa clara, su inquieta curiosidad y la ferviente pasión con que se asoma a la sabiduría clásica son un grato recordatorio de que la antigüedadsigue viva hoy en nosotros, y de que la historia no es un proceso lineal, sino un diálogo intemporal en constante desarrollo.",,,,,,,,,,,160,,,,,,español,,,,,,9786073826914,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/06/15 21:18:53.369803905,,,,,Lerner,52000 $,,xsipEAAAQBAJ,,0,0,0,,,
